dac_inputs (V),adc_outputs
0.227106,1
0.227712,2
0.228317,2
0.228923,2
0.229529,2
0.230134,2
0.230740,3
0.231346,2
0.231951,2
0.232557,2
0.233162,2
0.233768,3
0.234374,3
0.234979,3
0.235585,2
0.236190,2
0.236796,3
0.237402,3
0.238007,3
0.238613,3
0.239219,3
0.239824,4
0.240430,3
0.241035,4
0.241641,4
0.242247,3
0.242852,4
0.243458,3
0.244063,4
0.244669,4
0.245275,4
0.245880,4
0.246486,4
0.247092,5
0.247697,4
0.248303,4
0.248908,4
0.249514,5
0.250120,4
0.250725,4
0.251331,6
0.251937,5
0.252542,5
0.253148,5
0.253753,5
0.254359,5
0.254965,5
0.255570,6
0.256176,5
0.256781,6
0.257387,6
0.257993,5
0.258598,6
0.259204,5
0.259810,6
0.260415,6
0.261021,6
0.261626,6
0.262232,6
0.262838,6
0.263443,6
0.264049,6
0.264654,7
0.265260,7
0.265866,6
0.266471,7
0.267077,7
0.267683,7
0.268288,7
0.268894,6
0.269499,7
0.270105,7
0.270711,7
0.271316,7
0.271922,7
0.272527,7
0.273133,8
0.273739,5
0.274344,7
0.274950,6
0.275556,6
0.276161,6
0.276767,7
0.277372,7
0.277978,7
0.278584,7
0.279189,6
0.279795,7
0.280400,6
0.281006,7
0.281612,7
0.282217,7
0.282823,7
0.283429,7
0.284034,7
0.284640,7
0.285245,7
0.285851,7
0.286457,7
0.287062,7
0.287668,8
0.288274,7
0.288879,7
0.289485,8
0.290090,7
0.290696,9
0.291302,8
0.291907,8
0.292513,9
0.293118,9
0.293724,9
0.294330,9
0.294935,9
0.295541,9
0.296147,9
0.296752,9
0.297358,10
0.297963,9
0.298569,9
0.299175,9
0.299780,10
0.300386,10
0.300991,10
0.301597,10
0.302203,9
0.302808,10
0.303414,10
0.304020,10
0.304625,11
0.305231,10
0.305836,10
0.306442,10
0.307048,10
0.307653,10
0.308259,11
0.308864,11
0.309470,10
0.310076,10
0.310681,11
0.311287,11
0.311893,10
0.312498,11
0.313104,11
0.313709,11
0.314315,11
0.314921,11
0.315526,12
0.316132,11
0.316737,11
0.317343,11
0.317949,12
0.318554,11
0.319160,12
0.319766,12
0.320371,12
0.320977,13
0.321582,13
0.322188,13
0.322794,13
0.323399,14
0.324005,13
0.324611,14
0.325216,13
0.325822,13
0.326427,14
0.327033,14
0.327639,15
0.328244,14
0.328850,14
0.329455,14
0.330061,14
0.330667,15
0.331272,15
0.331878,15
0.332484,15
0.333089,15
0.333695,15
0.334300,15
0.334906,15
0.335512,15
0.336117,15
0.336723,16
0.337328,13
0.337934,14
0.338540,14
0.339145,14
0.339751,14
0.340357,14
0.340962,15
0.341568,14
0.342173,15
0.342779,15
0.343385,14
0.343990,14
0.344596,15
0.345201,15
0.345807,15
0.346413,15
0.347018,14
0.347624,15
0.348230,16
0.348835,15
0.349441,15
0.350046,16
0.350652,15
0.351258,16
0.351863,17
0.352469,17
0.353074,17
0.353680,18
0.354286,18
0.354891,18
0.355497,17
0.356103,18
0.356708,18
0.357314,19
0.357919,19
0.358525,19
0.359131,19
0.359736,18
0.360342,18
0.360947,19
0.361553,19
0.362159,19
0.362764,19
0.363370,20
0.363976,19
0.364581,20
0.365187,19
0.365792,20
0.366398,19
0.367004,19
0.367609,20
0.368215,19
0.368821,20
0.369426,20
0.370032,20
0.370637,20
0.371243,20
0.371849,20
0.372454,20
0.373060,21
0.373665,20
0.374271,20
0.374877,21
0.375482,21
0.376088,20
0.376694,21
0.377299,21
0.377905,20
0.378510,21
0.379116,21
0.379722,21
0.380327,21
0.380933,21
0.381538,21
0.382144,21
0.382750,21
0.383355,21
0.383961,21
0.384567,21
0.385172,21
0.385778,22
0.386383,22
0.386989,21
0.387595,22
0.388200,22
0.388806,22
0.389411,22
0.390017,22
0.390623,22
0.391228,22
0.391834,22
0.392440,23
0.393045,22
0.393651,23
0.394256,22
0.394862,22
0.395468,23
0.396073,23
0.396679,22
0.397284,23
0.397890,22
0.398496,23
0.399101,23
0.399707,23
0.400313,23
0.400918,23
0.401524,23
0.402129,23
0.402735,24
0.403341,23
0.403946,23
0.404552,24
0.405158,23
0.405763,23
0.406369,24
0.406974,24
0.407580,23
0.408186,24
0.408791,24
0.409397,24
0.410002,24
0.410608,25
0.411214,24
0.411819,24
0.412425,24
0.413031,24
0.413636,25
0.414242,25
0.414847,25
0.415453,25
0.416059,25
0.416664,25
0.417270,25
0.417875,26
0.418481,26
0.419087,26
0.419692,25
0.420298,26
0.420904,26
0.421509,26
0.422115,26
0.422720,26
0.423326,26
0.423932,26
0.424537,25
0.425143,26
0.425748,25
0.426354,26
0.426960,26
0.427565,26
0.428171,26
0.428777,27
0.429382,26
0.429988,26
0.430593,26
0.431199,26
0.431805,26
0.432410,27
0.433016,27
0.433621,27
0.434227,28
0.434833,27
0.435438,27
0.436044,27
0.436650,27
0.437255,27
0.437861,28
0.438466,27
0.439072,28
0.439678,27
0.440283,27
0.440889,28
0.441495,27
0.442100,28
0.442706,28
0.443311,28
0.443917,28
0.444523,28
0.445128,28
0.445734,29
0.446339,28
0.446945,28
0.447551,29
0.448156,28
0.448762,29
0.449368,29
0.449973,29
0.450579,29
0.451184,29
0.451790,30
0.452396,29
0.453001,29
0.453607,29
0.454212,30
0.454818,29
0.455424,30
0.456029,29
0.456635,29
0.457241,30
0.457846,30
0.458452,29
0.459057,30
0.459663,30
0.460269,30
0.460874,30
0.461480,31
0.462085,30
0.462691,30
0.463297,30
0.463902,31
0.464508,31
0.465114,31
0.465719,30
0.466325,30
0.466930,31
0.467536,30
0.468142,30
0.468747,30
0.469353,30
0.469958,31
0.470564,31
0.471170,31
0.471775,31
0.472381,31
0.472987,31
0.473592,31
0.474198,32
0.474803,31
0.475409,31
0.476015,31
0.476620,31
0.477226,31
0.477832,31
0.478437,31
0.479043,31
0.479648,32
0.480254,31
0.480860,31
0.481465,33
0.482071,32
0.482676,32
0.483282,33
0.483888,32
0.484493,33
0.485099,33
0.485705,33
0.486310,33
0.486916,34
0.487521,34
0.488127,34
0.488733,33
0.489338,33
0.489944,33
0.490549,34
0.491155,34
0.491761,34
0.492366,34
0.492972,34
0.493578,35
0.494183,34
0.494789,34
0.495394,35
0.496000,35
0.496606,34
0.497211,35
0.497817,35
0.498422,34
0.499028,35
0.499634,35
0.500239,34
0.500845,35
0.501451,35
0.502056,35
0.502662,36
0.503267,35
0.503873,36
0.504479,36
0.505084,36
0.505690,35
0.506295,36
0.506901,36
0.507507,36
0.508112,36
0.508718,35
0.509324,36
0.509929,36
0.510535,36
0.511140,36
0.511746,37
0.512352,37
0.512957,37
0.513563,36
0.514168,36
0.514774,37
0.515380,36
0.515985,36
0.516591,37
0.517197,37
0.517802,37
0.518408,37
0.519013,37
0.519619,37
0.520225,37
0.520830,37
0.521436,37
0.522042,37
0.522647,38
0.523253,38
0.523858,38
0.524464,37
0.525070,38
0.525675,38
0.526281,38
0.526886,38
0.527492,38
0.528098,38
0.528703,39
0.529309,38
0.529915,38
0.530520,39
0.531126,38
0.531731,39
0.532337,39
0.532943,38
0.533548,39
0.534154,38
0.534759,39
0.535365,39
0.535971,39
0.536576,39
0.537182,38
0.537788,40
0.538393,39
0.538999,39
0.539604,40
0.540210,39
0.540816,40
0.541421,40
0.542027,39
0.542632,39
0.543238,40
0.543844,40
0.544449,39
0.545055,39
0.545661,40
0.546266,40
0.546872,40
0.547477,40
0.548083,40
0.548689,41
0.549294,40
0.549900,40
0.550505,41
0.551111,41
0.551717,41
0.552322,41
0.552928,41
0.553534,41
0.554139,41
0.554745,42
0.555350,41
0.555956,41
0.556562,41
0.557167,41
0.557773,42
0.558379,41
0.558984,42
0.559590,41
0.560195,41
0.560801,42
0.561407,41
0.562012,42
0.562618,42
0.563223,42
0.563829,42
0.564435,43
0.565040,42
0.565646,42
0.566252,42
0.566857,43
0.567463,42
0.568068,43
0.568674,43
0.569280,43
0.569885,43
0.570491,43
0.571096,43
0.571702,44
0.572308,43
0.572913,44
0.573519,43
0.574125,44
0.574730,43
0.575336,43
0.575941,44
0.576547,43
0.577153,44
0.577758,44
0.578364,44
0.578969,44
0.579575,44
0.580181,44
0.580786,44
0.581392,44
0.581998,44
0.582603,44
0.583209,44
0.583814,44
0.584420,45
0.585026,44
0.585631,44
0.586237,45
0.586842,45
0.587448,45
0.588054,45
0.588659,45
0.589265,45
0.589871,45
0.590476,45
0.591082,46
0.591687,45
0.592293,45
0.592899,46
0.593504,45
0.594110,45
0.594716,45
0.595321,46
0.595927,45
0.596532,46
0.597138,46
0.597744,46
0.598349,46
0.598955,46
0.599560,47
0.600166,46
0.600772,46
0.601377,46
0.601983,46
0.602589,47
0.603194,46
0.603800,47
0.604405,47
0.605011,46
0.605617,47
0.606222,47
0.606828,47
0.607433,47
0.608039,47
0.608645,47
0.609250,47
0.609856,48
0.610462,46
0.611067,46
0.611673,47
0.612278,47
0.612884,46
0.613490,47
0.614095,47
0.614701,47
0.615306,47
0.615912,47
0.616518,47
0.617123,47
0.617729,48
0.618335,47
0.618940,47
0.619546,48
0.620151,48
0.620757,48
0.621363,48
0.621968,48
0.622574,48
0.623179,49
0.623785,48
0.624391,48
0.624996,48
0.625602,48
0.626208,49
0.626813,49
0.627419,49
0.628024,49
0.628630,49
0.629236,49
0.629841,49
0.630447,49
0.631053,50
0.631658,49
0.632264,49
0.632869,49
0.633475,49
0.634081,49
0.634686,49
0.635292,49
0.635897,50
0.636503,49
0.637109,50
0.637714,50
0.638320,50
0.638926,50
0.639531,51
0.640137,51
0.640742,50
0.641348,50
0.641954,50
0.642559,50
0.643165,50
0.643770,50
0.644376,50
0.644982,51
0.645587,51
0.646193,50
0.646799,51
0.647404,51
0.648010,52
0.648615,51
0.649221,51
0.649827,51
0.650432,52
0.651038,52
0.651643,51
0.652249,52
0.652855,52
0.653460,51
0.654066,52
0.654672,52
0.655277,52
0.655883,52
0.656488,52
0.657094,52
0.657700,52
0.658305,52
0.658911,52
0.659516,52
0.660122,52
0.660728,53
0.661333,53
0.661939,52
0.662545,53
0.663150,53
0.663756,53
0.664361,53
0.664967,53
0.665573,53
0.666178,54
0.666784,53
0.667389,53
0.667995,53
0.668601,53
0.669206,53
0.669812,54
0.670418,54
0.671023,54
0.671629,54
0.672234,53
0.672840,54
0.673446,54
0.674051,54
0.674657,54
0.675263,54
0.675868,55
0.676474,54
0.677079,55
0.677685,55
0.678291,54
0.678896,55
0.679502,55
0.680107,55
0.680713,55
0.681319,54
0.681924,55
0.682530,55
0.683136,55
0.683741,55
0.684347,55
0.684952,55
0.685558,55
0.686164,55
0.686769,56
0.687375,55
0.687980,55
0.688586,56
0.689192,56
0.689797,56
0.690403,55
0.691009,56
0.691614,56
0.692220,56
0.692825,56
0.693431,56
0.694037,57
0.694642,56
0.695248,56
0.695853,56
0.696459,56
0.697065,57
0.697670,57
0.698276,57
0.698882,56
0.699487,57
0.700093,58
0.700698,57
0.701304,58
0.701910,57
0.702515,57
0.703121,57
0.703726,57
0.704332,58
0.704938,57
0.705543,58
0.706149,57
0.706755,57
0.707360,57
0.707966,58
0.708571,58
0.709177,58
0.709783,58
0.710388,58
0.710994,59
0.711600,58
0.712205,58
0.712811,58
0.713416,58
0.714022,58
0.714628,59
0.715233,58
0.715839,59
0.716444,59
0.717050,58
0.717656,58
0.718261,59
0.718867,59
0.719473,59
0.720078,59
0.720684,59
0.721289,60
0.721895,60
0.722501,60
0.723106,60
0.723712,60
0.724317,59
0.724923,60
0.725529,60
0.726134,59
0.726740,60
0.727346,60
0.727951,60
0.728557,60
0.729162,61
0.729768,60
0.730374,61
0.730979,61
0.731585,61
0.732190,60
0.732796,61
0.733402,61
0.734007,61
0.734613,61
0.735219,61
0.735824,61
0.736430,61
0.737035,61
0.737641,61
0.738247,61
0.738852,62
0.739458,61
0.740063,61
0.740669,62
0.741275,61
0.741880,62
0.742486,62
0.743092,61
0.743697,62
0.744303,61
0.744908,61
0.745514,62
0.746120,63
0.746725,63
0.747331,62
0.747937,63
0.748542,63
0.749148,62
0.749753,63
0.750359,63
0.750965,62
0.751570,62
0.752176,63
0.752781,63
0.753387,63
0.753993,63
0.754598,63
0.755204,64
0.755810,63
0.756415,63
0.757021,63
0.757626,64
0.758232,65
0.758838,65
0.759443,65
0.760049,64
0.760654,65
0.761260,64
0.761866,65
0.762471,65
0.763077,65
0.763683,65
0.764288,65
0.764894,66
0.765499,66
0.766105,66
0.766711,66
0.767316,66
0.767922,65
0.768527,66
0.769133,66
0.769739,65
0.770344,66
0.770950,66
0.771556,66
0.772161,66
0.772767,66
0.773372,66
0.773978,66
0.774584,66
0.775189,67
0.775795,66
0.776400,67
0.777006,66
0.777612,66
0.778217,66
0.778823,67
0.779429,67
0.780034,66
0.780640,66
0.781245,67
0.781851,68
0.782457,67
0.783062,68
0.783668,67
0.784274,68
0.784879,67
0.785485,67
0.786090,67
0.786696,68
0.787302,68
0.787907,67
0.788513,68
0.789118,67
0.789724,69
0.790330,68
0.790935,68
0.791541,69
0.792147,69
0.792752,68
0.793358,69
0.793963,68
0.794569,69
0.795175,69
0.795780,69
0.796386,69
0.796991,69
0.797597,69
0.798203,69
0.798808,70
0.799414,70
0.800020,70
0.800625,70
0.801231,69
0.801836,69
0.802442,69
0.803048,69
0.803653,69
0.804259,69
0.804864,70
0.805470,70
0.806076,70
0.806681,70
0.807287,71
0.807893,71
0.808498,70
0.809104,71
0.809709,71
0.810315,70
0.810921,70
0.811526,70
0.812132,71
0.812737,71
0.813343,72
0.813949,71
0.814554,70
0.815160,71
0.815766,71
0.816371,71
0.816977,71
0.817582,72
0.818188,71
0.818794,72
0.819399,72
0.820005,71
0.820611,72
0.821216,71
0.821822,72
0.822427,71
0.823033,72
0.823639,72
0.824244,71
0.824850,72
0.825455,72
0.826061,72
0.826667,72
0.827272,72
0.827878,72
0.828484,72
0.829089,73
0.829695,73
0.830300,73
0.830906,73
0.831512,72
0.832117,73
0.832723,73
0.833328,73
0.833934,73
0.834540,73
0.835145,73
0.835751,73
0.836357,73
0.836962,73
0.837568,74
0.838173,74
0.838779,73
0.839385,73
0.839990,73
0.840596,74
0.841201,74
0.841807,73
0.842413,74
0.843018,74
0.843624,74
0.844230,74
0.844835,74
0.845441,74
0.846046,74
0.846652,74
0.847258,75
0.847863,75
0.848469,75
0.849074,74
0.849680,74
0.850286,75
0.850891,75
0.851497,76
0.852103,75
0.852708,75
0.853314,75
0.853919,75
0.854525,75
0.855131,75
0.855736,75
0.856342,75
0.856947,75
0.857553,75
0.858159,76
0.858764,75
0.859370,75
0.859976,76
0.860581,77
0.861187,76
0.861792,76
0.862398,77
0.863004,77
0.863609,76
0.864215,76
0.864821,76
0.865426,77
0.866032,77
0.866637,77
0.867243,77
0.867849,77
0.868454,77
0.869060,76
0.869665,77
0.870271,77
0.870877,77
0.871482,77
0.872088,77
0.872694,77
0.873299,77
0.873905,77
0.874510,78
0.875116,78
0.875722,78
0.876327,78
0.876933,77
0.877538,78
0.878144,78
0.878750,78
0.879355,78
0.879961,79
0.880567,78
0.881172,78
0.881778,79
0.882383,78
0.882989,78
0.883595,78
0.884200,78
0.884806,79
0.885411,79
0.886017,79
0.886623,79
0.887228,79
0.887834,78
0.888440,78
0.889045,79
0.889651,79
0.890256,80
0.890862,79
0.891468,79
0.892073,78
0.892679,79
0.893284,79
0.893890,79
0.894496,79
0.895101,79
0.895707,79
0.896313,79
0.896918,79
0.897524,80
0.898129,79
0.898735,79
0.899341,80
0.899946,80
0.900552,80
0.901158,80
0.901763,80
0.902369,81
0.902974,80
0.903580,81
0.904186,81
0.904791,81
0.905397,80
0.906002,81
0.906608,80
0.907214,81
0.907819,81
0.908425,81
0.909031,81
0.909636,81
0.910242,81
0.910847,80
0.911453,81
0.912059,81
0.912664,81
0.913270,81
0.913875,81
0.914481,81
0.915087,81
0.915692,81
0.916298,82
0.916904,81
0.917509,81
0.918115,82
0.918720,82
0.919326,82
0.919932,82
0.920537,82
0.921143,82
0.921748,83
0.922354,82
0.922960,82
0.923565,82
0.924171,82
0.924777,83
0.925382,82
0.925988,82
0.926593,83
0.927199,83
0.927805,83
0.928410,82
0.929016,83
0.929621,83
0.930227,83
0.930833,83
0.931438,84
0.932044,83
0.932650,83
0.933255,83
0.933861,84
0.934466,83
0.935072,84
0.935678,84
0.936283,84
0.936889,83
0.937495,85
0.938100,84
0.938706,85
0.939311,84
0.939917,85
0.940523,85
0.941128,84
0.941734,85
0.942339,85
0.942945,85
0.943551,84
0.944156,85
0.944762,85
0.945368,85
0.945973,85
0.946579,85
0.947184,85
0.947790,85
0.948396,85
0.949001,86
0.949607,85
0.950212,86
0.950818,86
0.951424,85
0.952029,86
0.952635,85
0.953241,86
0.953846,85
0.954452,86
0.955057,87
0.955663,86
0.956269,86
0.956874,86
0.957480,86
0.958085,86
0.958691,86
0.959297,87
0.959902,86
0.960508,87
0.961114,88
0.961719,87
0.962325,87
0.962930,88
0.963536,87
0.964142,87
0.964747,88
0.965353,88
0.965958,87
0.966564,88
0.967170,87
0.967775,88
0.968381,88
0.968987,87
0.969592,88
0.970198,88
0.970803,87
0.971409,88
0.972015,88
0.972620,88
0.973226,88
0.973832,88
0.974437,88
0.975043,88
0.975648,89
0.976254,88
0.976860,89
0.977465,89
0.978071,89
0.978676,89
0.979282,89
0.979888,90
0.980493,89
0.981099,89
0.981705,89
0.982310,90
0.982916,90
0.983521,90
0.984127,89
0.984733,90
0.985338,89
0.985944,90
0.986549,90
0.987155,90
0.987761,90
0.988366,90
0.988972,90
0.989578,90
0.990183,91
0.990789,90
0.991394,90
0.992000,91
0.992606,91
0.993211,91
0.993817,90
0.994422,91
0.995028,91
0.995634,91
0.996239,90
0.996845,91
0.997451,91
0.998056,91
0.998662,91
0.999267,92
0.999873,92
1.000479,91
1.001084,91
1.001690,91
1.002295,91
1.002901,92
1.003507,91
1.004112,91
1.004718,92
1.005324,92
1.005929,92
1.006535,92
1.007140,92
1.007746,92
1.008352,93
1.008957,92
1.009563,92
1.010168,93
1.010774,92
1.011380,92
1.011985,93
1.012591,93
1.013197,93
1.013802,93
1.014408,93
1.015013,93
1.015619,93
1.016225,94
1.016830,93
1.017436,93
1.018042,93
1.018647,93
1.019253,93
1.019858,93
1.020464,93
1.021070,93
1.021675,93
1.022281,94
1.022886,94
1.023492,94
1.024098,93
1.024703,94
1.025309,94
1.025915,93
1.026520,95
1.027126,94
1.027731,94
1.028337,94
1.028943,95
1.029548,95
1.030154,95
1.030759,95
1.031365,95
1.031971,95
1.032576,95
1.033182,96
1.033788,93
1.034393,94
1.034999,94
1.035604,94
1.036210,95
1.036816,94
1.037421,94
1.038027,95
1.038632,95
1.039238,94
1.039844,95
1.040449,96
1.041055,94
1.041661,96
1.042266,95
1.042872,96
1.043477,96
1.044083,96
1.044689,96
1.045294,96
1.045900,96
1.046505,96
1.047111,96
1.047717,96
1.048322,96
1.048928,96
1.049534,96
1.050139,96
1.050745,97
1.051350,96
1.051956,96
1.052562,97
1.053167,96
1.053773,97
1.054379,97
1.054984,97
1.055590,96
1.056195,96
1.056801,96
1.057407,97
1.058012,97
1.058618,97
1.059223,97
1.059829,97
1.060435,97
1.061040,97
1.061646,97
1.062252,98
1.062857,97
1.063463,98
1.064068,98
1.064674,97
1.065280,98
1.065885,97
1.066491,98
1.067096,99
1.067702,98
1.068308,98
1.068913,99
1.069519,98
1.070125,98
1.070730,99
1.071336,99
1.071941,100
1.072547,99
1.073153,99
1.073758,100
1.074364,99
1.074969,99
1.075575,100
1.076181,99
1.076786,100
1.077392,100
1.077998,99
1.078603,100
1.079209,100
1.079814,100
1.080420,100
1.081026,100
1.081631,100
1.082237,101
1.082842,100
1.083448,101
1.084054,101
1.084659,101
1.085265,101
1.085871,101
1.086476,101
1.087082,101
1.087687,101
1.088293,101
1.088899,101
1.089504,101
1.090110,102
1.090716,101
1.091321,101
1.091927,101
1.092532,102
1.093138,101
1.093744,102
1.094349,101
1.094955,102
1.095560,102
1.096166,102
1.096772,102
1.097377,102
1.097983,102
1.098589,103
1.099194,102
1.099800,102
1.100405,102
1.101011,102
1.101617,103
1.102222,102
1.102828,102
1.103433,103
1.104039,102
1.104645,103
1.105250,102
1.105856,104
1.106462,102
1.107067,104
1.107673,103
1.108278,103
1.108884,103
1.109490,104
1.110095,103
1.110701,103
1.111306,104
1.111912,104
1.112518,104
1.113123,104
1.113729,104
1.114335,104
1.114940,104
1.115546,105
1.116151,104
1.116757,104
1.117363,104
1.117968,105
1.118574,104
1.119179,104
1.119785,104
1.120391,105
1.120996,104
1.121602,104
1.122208,105
1.122813,105
1.123419,105
1.124024,105
1.124630,105
1.125236,105
1.125841,105
1.126447,106
1.127053,105
1.127658,106
1.128264,106
1.128869,105
1.129475,105
1.130081,105
1.130686,106
1.131292,106
1.131897,106
1.132503,106
1.133109,106
1.133714,106
1.134320,106
1.134926,106
1.135531,107
1.136137,106
1.136742,107
1.137348,107
1.137954,106
1.138559,106
1.139165,106
1.139770,106
1.140376,106
1.140982,106
1.141587,107
1.142193,108
1.142799,107
1.143404,108
1.144010,107
1.144615,108
1.145221,108
1.145827,108
1.146432,107
1.147038,107
1.147643,108
1.148249,108
1.148855,107
1.149460,107
1.150066,107
1.150672,107
1.151277,108
1.151883,108
1.152488,108
1.153094,108
1.153700,109
1.154305,108
1.154911,108
1.155516,108
1.156122,108
1.156728,108
1.157333,109
1.157939,109
1.158545,109
1.159150,109
1.159756,109
1.160361,109
1.160967,109
1.161573,109
1.162178,109
1.162784,109
1.163389,109
1.163995,110
1.164601,109
1.165206,109
1.165812,109
1.166418,109
1.167023,109
1.167629,109
1.168234,109
1.168840,109
1.169446,110
1.170051,109
1.170657,110
1.171263,110
1.171868,111
1.172474,110
1.173079,111
1.173685,110
1.174291,111
1.174896,110
1.175502,110
1.176107,110
1.176713,110
1.177319,111
1.177924,111
1.178530,111
1.179136,111
1.179741,112
1.180347,111
1.180952,111
1.181558,111
1.182164,111
1.182769,110
1.183375,110
1.183980,110
1.184586,111
1.185192,111
1.185797,111
1.186403,111
1.187009,111
1.187614,111
1.188220,112
1.188825,111
1.189431,111
1.190037,111
1.190642,111
1.191248,111
1.191853,112
1.192459,111
1.193065,112
1.193670,112
1.194276,111
1.194882,113
1.195487,112
1.196093,112
1.196698,112
1.197304,113
1.197910,112
1.198515,112
1.199121,113
1.199726,113
1.200332,113
1.200938,113
1.201543,112
1.202149,113
1.202755,113
1.203360,113
1.203966,113
1.204571,113
1.205177,113
1.205783,113
1.206388,113
1.206994,113
1.207600,113
